time;nof_ue;dl_brate;ul_brate;proc_rmem;proc_rmem_kB;proc_vmem_kB;sys_mem;system_load;thread_count;cpu_0;cpu_1;cpu_2;cpu_3
370;0;0.0;0.0;13;1071840;2059404;92;21;19;64;70;85;69
371;0;0.0;0.0;13;1071840;2059404;92;29;19;89;94;89;95
372;0;0.0;0.0;13;1071840;2059404;92;35;19;89;95;89;95
373;0;0.0;0.0;13;1071840;2059404;92;32;19;86;88;88;90
374;0;0.0;0.0;13;1071840;2059404;92;36;19;88;90;90;95
375;0;0.0;0.0;13;1071840;2059404;92;37;19;80;85;81;96
376;0;0.0;0.0;13;1071840;2059404;92;34;19;79;87;82;97
377;0;0.0;0.0;13;1071840;2059404;92;34;19;97;90;94;98
378;0;0.0;0.0;13;1071840;2059404;92;32;19;86;89;87;91
379;0;0.0;0.0;13;1071840;2059404;92;40;19;93;91;87;96
380;0;0.0;0.0;13;1071840;2059404;92;43;19;91;93;88;96
381;0;0.0;0.0;13;1071840;2059404;92;35;19;88;88;90;89
382;1;8000.000000;64736.843750;13;1071840;2059404;91;28;19;81;88;76;88
383;1;2728.000000;61488.000000;13;1071840;2059404;89;43;19;93;91;88;96
384;9;0.0;0.0;13;1071840;2059404;90;50;19;95;92;94;95
385;1;0.0;0.0;13;1071840;2059404;90;45;19;91;89;92;86
386;1;32476.964844;104682.929688;13;1071840;2059404;91;40;19;89;81;92;79
387;1;0.0;0.0;13;1071840;2059404;90;43;19;85;84;86;85
388;1;0.0;0.0;13;1071840;2059404;90;38;19;69;71;68;69
389;1;0.0;0.0;13;1071840;2059404;90;45;19;86;84;84;89
390;1;0.0;0.0;13;1071840;2059404;90;44;19;95;94;92;94
391;1;0.0;0.0;13;1071840;2059404;90;47;19;96;96;98;96
392;1;0.0;0.0;13;1071840;2059404;90;49;19;96;96;99;96
393;0;0.0;0.0;13;1071840;2059404;90;48;19;94;95;91;96
394;0;0.0;0.0;13;1071840;2059404;90;48;19;92;95;93;95
395;0;0.0;0.0;13;1071840;2059404;90;39;19;74;76;76;76
396;0;0.0;0.0;13;1071840;2059404;90;42;19;89;88;89;90
397;0;0.0;0.0;13;1071840;2059404;90;43;19;90;94;89;92
398;0;0.0;0.0;13;1071840;2059404;90;44;19;97;93;94;95
399;0;0.0;0.0;13;1071840;2059404;90;46;19;96;93;91;94
400;0;0.0;0.0;13;1071840;2059404;91;44;19;95;89;97;91
401;0;0.0;0.0;13;1071840;2059404;89;41;19;90;88;90;89
402;0;0.0;0.0;13;1071840;2059404;90;40;19;88;86;91;88
403;0;0.0;0.0;13;1071840;2059404;90;24;19;65;73;74;78
404;0;0.0;0.0;13;1071840;2059404;90;16;19;31;36;36;37
405;0;0.0;0.0;13;1071840;2059404;89;35;19;80;85;82;84
406;0;0.0;0.0;13;1071840;2059404;89;30;19;79;78;86;80
407;0;0.0;0.0;13;1071840;2059404;89;28;19;70;72;77;75
408;0;0.0;0.0;13;1071840;2059404;89;31;19;77;78;79;79
409;0;0.0;0.0;13;1071840;2059404;89;29;19;82;78;81;83
410;0;0.0;0.0;13;1071840;2059404;89;31;19;79;85;84;84
411;0;0.0;0.0;13;1071840;2059404;89;28;19;72;75;73;80
412;0;0.0;0.0;13;1071840;2059404;89;28;19;70;68;66;74
413;0;0.0;0.0;13;1071840;2059404;89;20;19;46;51;45;48
414;0;0.0;0.0;13;1071840;2059404;89;19;19;44;34;46;48
415;0;0.0;0.0;13;1071840;2059404;88;20;19;52;45;49;53
416;0;0.0;0.0;13;1071840;2059404;88;20;19;45;38;46;51
417;0;0.0;0.0;13;1071840;2059404;89;19;19;43;41;42;48
418;0;0.0;0.0;13;1071840;2059404;89;19;19;41;38;45;47
419;0;0.0;0.0;13;1071840;2059404;89;23;19;53;46;53;58
420;0;0.0;0.0;13;1071840;2059404;89;29;19;62;54;58;62
421;0;0.0;0.0;13;1071840;2059404;88;20;19;47;40;47;52
422;0;0.0;0.0;13;1071840;2059404;88;21;19;46;43;44;53
423;0;0.0;0.0;13;1071840;2059404;88;22;19;54;49;52;55
424;0;0.0;0.0;13;1071840;2059404;89;19;19;44;41;45;47
425;0;0.0;0.0;13;1071840;2059404;89;22;19;45;42;47;51
426;0;0.0;0.0;13;1071840;2059404;88;22;19;45;42;46;50
427;0;0.0;0.0;13;1071840;2059404;89;21;19;51;43;44;49
428;0;0.0;0.0;13;1071840;2059404;89;21;19;44;40;44;49
429;0;0.0;0.0;13;1071840;2059404;89;22;19;45;39;45;52
430;0;0.0;0.0;13;1071840;2059404;89;22;19;52;47;45;59
431;0;0.0;0.0;13;1071840;2059404;88;21;19;48;44;46;51
432;0;0.0;0.0;13;1071840;2059404;89;20;19;45;41;41;49
433;0;0.0;0.0;13;1071840;2059404;89;20;19;44;41;41;45
434;0;0.0;0.0;13;1071840;2059404;88;21;19;47;44;45;51
435;0;0.0;0.0;13;1071840;2059404;89;22;19;52;53;49;58
436;0;0.0;0.0;13;1071840;2059404;89;19;19;39;50;36;50
437;0;0.0;0.0;13;1071840;2059404;89;20;19;44;45;43;50
438;0;0.0;0.0;13;1071840;2059404;89;24;19;82;63;63;68
439;0;0.0;0.0;13;1071840;2059404;89;21;19;69;58;53;62
440;0;0.0;0.0;13;1071840;2059404;89;18;19;42;45;32;48
441;0;0.0;0.0;13;1071840;2059404;89;19;19;42;46;37;51
442;0;0.0;0.0;13;1071840;2059404;89;20;19;41;40;44;47
443;0;0.0;0.0;13;1071840;2059404;89;21;19;45;41;43;50
444;0;0.0;0.0;13;1071840;2059404;89;20;19;46;43;42;48
445;0;0.0;0.0;13;1071840;2059404;89;20;19;47;43;40;46
446;0;0.0;0.0;13;1071840;2059404;89;18;19;48;36;41;46
447;0;0.0;0.0;13;1071840;2059404;89;21;19;46;45;46;48
448;0;0.0;0.0;13;1071840;2059404;89;19;19;44;43;40;49
449;0;0.0;0.0;13;1071840;2059404;89;19;19;43;41;44;47
450;0;0.0;0.0;13;1071840;2059404;89;20;19;48;44;45;49
451;0;0.0;0.0;13;1071840;2059404;89;19;19;49;41;41;47
452;0;0.0;0.0;13;1071840;2059404;89;20;19;43;44;44;46
453;0;0.0;0.0;13;1071840;2059404;89;21;19;54;53;51;59
454;0;0.0;0.0;13;1071840;2059404;89;20;19;43;40;46;49
455;0;0.0;0.0;13;1071840;2059404;89;21;19;51;38;41;48
456;0;0.0;0.0;13;1071840;2059404;89;19;19;43;44;40;45
457;1;1262.711914;58033.898438;13;1071840;2059404;89;23;19;47;48;48;50
458;1;159384.609375;339780.218750;13;1073760;2059404;89;20;19;41;45;36;51
459;1;4016.000000;17936.000000;13;1073760;2059404;89;20;19;46;50;35;50
460;1;56;4136.000000;13;1073760;2059404;89;19;19;38;45;35;50
461;1;0.0;0.0;13;1073760;2059404;89;21;19;50;47;43;52
462;1;0.0;0.0;13;1073760;2059404;89;21;19;48;42;44;51
463;1;0.0;0.0;13;1073760;2059404;89;20;19;43;42;43;46
464;1;0.0;0.0;13;1073760;2059404;89;21;19;46;44;49;48
465;1;0.0;0.0;13;1073760;2059404;89;20;19;43;49;40;45
466;1;0.0;0.0;13;1073760;2059404;90;22;19;51;47;47;55
467;1;0.0;0.0;13;1073760;2059404;90;21;19;48;47;45;48
468;1;0.0;0.0;13;1073760;2059404;90;36;19;84;83;81;84
469;1;0.0;0.0;13;1073760;2059404;90;41;19;94;90;87;93
470;1;0.0;0.0;13;1073760;2059404;90;33;19;90;92;86;93
471;1;0.0;0.0;13;1073760;2059404;90;30;19;77;82;72;83
472;1;0.0;0.0;13;1073760;2059404;90;32;19;77;79;69;80
473;1;0.0;0.0;13;1073760;2059404;90;36;19;86;82;78;86
474;1;0.0;0.0;13;1073760;2059404;90;36;19;80;83;79;88
475;1;0.0;0.0;13;1073760;2059404;90;38;19;96;91;92;94
476;1;0.0;0.0;13;1073760;2059404;90;42;19;93;95;91;96
477;1;0.0;0.0;13;1073760;2059404;90;30;19;80;74;71;73
478;1;0.0;0.0;13;1073760;2059404;90;36;19;78;76;74;79
479;1;0.0;0.0;13;1073760;2059404;90;34;19;72;70;68;74
480;1;0.0;0.0;13;1073760;2059404;90;27;19;54;60;56;64
481;1;0.0;0.0;13;1073760;2059404;90;19;19;40;44;39;49
482;1;0.0;0.0;13;1073760;2059404;90;19;19;41;47;36;50
483;1;0.0;0.0;13;1073760;2059404;90;22;19;61;55;52;56
484;1;0.0;0.0;13;1073760;2059404;90;20;19;60;54;47;54
485;1;0.0;0.0;13;1073760;2059404;90;18;19;45;45;39;45
486;1;0.0;0.0;13;1073760;2059404;90;20;19;47;43;46;42
487;1;0.0;0.0;13;1073760;2059404;90;21;19;49;44;47;50
488;1;0.0;0.0;13;1073760;2059404;90;20;19;46;41;44;47
489;1;0.0;0.0;13;1073760;2059404;90;20;19;42;39;47;49
490;1;0.0;0.0;13;1073760;2059404;90;21;19;50;53;52;52
491;1;0.0;0.0;13;1073760;2059404;90;20;19;53;48;41;48
492;1;0.0;0.0;13;1073760;2059404;90;20;19;43;48;39;53
493;1;0.0;0.0;13;1073760;2059404;90;19;19;45;44;36;45
494;1;0.0;0.0;13;1073760;2059404;90;18;19;41;46;40;48
495;0;0.0;0.0;13;1073760;2059404;90;19;19;41;47;36;48
496;0;0.0;0.0;13;1073760;2059404;90;20;19;47;54;41;52
497;0;0.0;0.0;13;1073760;2059404;90;22;19;50;48;42;52
498;0;0.0;0.0;13;1073760;2059404;90;20;19;53;51;51;55
499;0;0.0;0.0;13;1073760;2059404;90;18;19;50;41;44;47
500;0;0.0;0.0;13;1073760;2059404;90;20;19;49;44;44;48
501;0;0.0;0.0;13;1073760;2059404;90;19;19;41;44;47;46
502;0;0.0;0.0;13;1073760;2059404;90;20;19;45;45;41;48
503;0;0.0;0.0;13;1073760;2059404;90;19;19;44;44;36;54
504;0;0.0;0.0;13;1073760;2059404;90;19;19;42;40;44;52
505;0;0.0;0.0;13;1073760;2059404;90;21;19;48;56;42;55
506;0;0.0;0.0;13;1073760;2059404;90;26;19;61;56;53;55
507;0;0.0;0.0;13;1073760;2059404;90;21;19;51;42;46;48
508;0;0.0;0.0;13;1073760;2059404;90;21;19;46;43;45;48
509;0;0.0;0.0;13;1073760;2059404;90;20;19;43;42;43;48
510;0;0.0;0.0;13;1073760;2059404;90;18;19;39;45;37;49
511;0;0.0;0.0;13;1073760;2059404;90;19;19;38;46;39;48
512;0;0.0;0.0;13;1073760;2059404;90;19;19;36;49;42;49
513;0;0.0;0.0;13;1073760;2059404;90;20;19;46;50;40;54
514;0;0.0;0.0;13;1073760;2059404;90;20;19;36;50;46;50
515;0;0.0;0.0;13;1073760;2059404;90;20;19;50;47;42;49
516;0;0.0;0.0;13;1073760;2059404;90;19;19;49;43;42;43
517;0;0.0;0.0;13;1073760;2059404;90;20;19;46;42;44;47
518;0;0.0;0.0;13;1073760;2059404;90;19;19;44;42;44;46
519;0;0.0;0.0;13;1073760;2059404;90;20;19;44;43;41;47
520;0;0.0;0.0;13;1073760;2059404;90;19;19;44;42;44;45
521;0;0.0;0.0;13;1073760;2059404;91;20;19;45;48;42;46
522;0;0.0;0.0;13;1073760;2059404;91;20;19;43;46;45;51
523;0;0.0;0.0;13;1073760;2059404;91;20;19;42;44;42;47
524;0;0.0;0.0;13;1073760;2059404;91;20;19;50;42;43;47
525;0;0.0;0.0;13;1073760;2059404;90;20;19;43;46;48;47
526;0;0.0;0.0;13;1073760;2059404;91;20;19;46;46;42;43
527;0;0.0;0.0;13;1073760;2059404;91;20;19;39;51;42;44
528;0;0.0;0.0;13;1073760;2059404;91;20;19;50;47;45;51
529;1;100034.187500;185865.687500;13;1073760;2059404;91;25;19;63;75;61;67
530;1;239152.000000;163920.000000;13;1073760;2059404;91;23;19;49;46;52;52
531;1;4137.931152;44614.421875;13;1073760;2059404;91;20;19;44;40;53;46
532;1;56;4392.000000;13;1073760;2059404;91;20;19;49;43;42;49
533;1;0.0;0.0;13;1073760;2059404;91;18;19;41;43;36;49
534;1;0.0;0.0;13;1073760;2059404;91;20;19;38;47;39;51
535;1;0.0;0.0;13;1073760;2059404;91;20;19;45;46;38;51
536;1;0.0;0.0;13;1073760;2059404;91;21;19;48;41;43;48
537;1;0.0;0.0;13;1073760;2059404;91;20;19;56;41;47;49
538;1;0.0;0.0;13;1073760;2059404;91;21;19;48;39;44;52
539;1;0.0;0.0;13;1073760;2059404;91;21;19;44;47;45;53
540;1;0.0;0.0;13;1073760;2059404;91;22;19;42;39;45;55
541;1;0.0;0.0;13;1073760;2059404;91;22;19;47;40;48;55
542;1;0.0;0.0;13;1073760;2059404;91;20;19;47;43;44;46
543;1;0.0;0.0;13;1073760;2059404;91;20;19;39;47;42;53
544;1;0.0;0.0;13;1073760;2059404;91;21;19;48;52;46;61
545;1;0.0;0.0;13;1073760;2059404;91;21;19;46;46;40;55
546;1;0.0;0.0;13;1073760;2059404;91;20;19;48;44;37;50
547;1;0.0;0.0;13;1073760;2059404;92;19;19;43;48;40;52
548;1;0.0;0.0;13;1073760;2059404;92;20;19;42;47;42;53
549;0;0.0;0.0;13;1073760;2059404;92;19;19;45;42;34;50
550;0;0.0;0.0;13;1073760;2059404;92;20;19;51;51;48;57
551;0;0.0;0.0;13;1073760;2059404;92;20;19;46;40;46;49
552;0;0.0;0.0;13;1073760;2059404;92;18;19;46;41;43;45
553;0;0.0;0.0;13;1073760;2059404;92;19;19;47;36;41;47
554;0;0.0;0.0;13;1073760;2059404;92;19;19;46;42;41;45
555;0;0.0;0.0;13;1073760;2059404;92;20;19;48;42;41;51
556;0;0.0;0.0;13;1073760;2059404;92;19;19;45;46;41;50
557;0;0.0;0.0;13;1073760;2059404;92;18;19;38;46;37;52
558;0;0.0;0.0;13;1073760;2059404;92;21;19;50;53;50;55
559;0;0.0;0.0;13;1073760;2059404;92;21;19;54;52;46;59
560;0;0.0;0.0;13;1073760;2059404;92;19;19;42;47;38;51
561;0;0.0;0.0;13;1073760;2059404;92;19;19;41;49;40;50
562;0;0.0;0.0;13;1073760;2059404;93;18;19;39;45;38;50
563;0;0.0;0.0;13;1073760;2059404;93;18;19;36;43;39;51
564;0;0.0;0.0;13;1073760;2059404;93;18;19;45;45;38;49
565;0;0.0;0.0;13;1073760;2059404;92;18;19;41;49;36;53
566;0;0.0;0.0;13;1073760;2059404;93;19;19;47;45;40;52
567;0;0.0;0.0;13;1073760;2059404;93;20;19;47;42;43;47
568;0;0.0;0.0;13;1073760;2059404;93;22;19;50;44;47;55
569;0;0.0;0.0;13;1073760;2059404;92;20;19;47;41;45;47
570;0;0.0;0.0;13;1073760;2059404;92;20;19;47;44;42;45
571;0;0.0;0.0;13;1073760;2059404;93;22;19;60;74;56;74
572;0;0.0;0.0;13;1073760;2059404;91;22;19;55;73;51;71
573;0;0.0;0.0;13;1073760;2059404;91;20;19;42;40;48;49
574;0;0.0;0.0;13;1073760;2059404;91;22;19;53;49;54;62
575;0;0.0;0.0;13;1073760;2059404;91;21;19;50;41;48;50
576;0;0.0;0.0;13;1073760;2059404;92;23;19;65;94;58;68
577;0;0.0;0.0;13;1073760;2059404;92;23;19;78;65;55;71
578;0;0.0;0.0;13;1073760;2059404;92;20;19;42;43;42;50
579;0;0.0;0.0;13;1073760;2059404;92;21;19;43;47;40;51
580;0;0.0;0.0;13;1073760;2059404;92;19;19;43;45;40;49
581;0;0.0;0.0;13;1073760;2059404;92;22;19;81;63;61;62
582;0;0.0;0.0;13;1073760;2059404;92;22;19;56;63;52;61
583;0;0.0;0.0;13;1073760;2059404;92;20;19;44;42;44;44
584;0;0.0;0.0;13;1073760;2059404;92;20;19;48;40;43;50
585;0;0.0;0.0;13;1073760;2059404;92;20;19;48;41;44;48
586;0;0.0;0.0;13;1073760;2059404;92;22;19;60;65;57;85
587;0;0.0;0.0;13;1073760;2059404;92;21;19;51;49;46;51
588;0;0.0;0.0;13;1073760;2059404;92;20;19;46;47;42;48
589;0;0.0;0.0;13;1073760;2059404;92;25;19;72;80;67;81
590;0;0.0;0.0;13;1073760;2059404;92;21;19;46;53;45;52
591;0;0.0;0.0;13;1073760;2059404;92;23;19;60;64;54;93
592;0;0.0;0.0;13;1073760;2059404;93;22;19;57;55;54;69
593;0;0.0;0.0;13;1073760;2059404;92;20;19;49;44;50;50
594;0;0.0;0.0;13;1073760;2059404;91;20;19;47;44;48;46
595;0;0.0;0.0;13;1073760;2059404;91;19;19;46;40;47;43
596;0;0.0;0.0;13;1073760;2059404;91;20;19;49;45;47;51
597;0;0.0;0.0;13;1073760;2059404;91;20;19;43;42;42;49
598;0;0.0;0.0;13;1073760;2059404;91;20;19;48;42;45;45
599;0;0.0;0.0;13;1073760;2059404;91;19;19;44;45;44;43
600;0;0.0;0.0;13;1073760;2059404;91;19;19;48;45;38;41
601;0;0.0;0.0;13;1073760;2059404;91;20;19;50;44;43;41
602;1;620;136;13;1073760;2059404;91;21;19;50;43;45;49
603;1;86424.000000;158968.000000;13;1073760;2059404;91;22;19;53;47;45;51
604;1;0.0;0.0;13;1073760;2059404;92;23;19;58;55;52;56
605;1;1426.573486;9972.028320;13;1073760;2059404;91;21;19;47;40;47;46
606;1;0.0;0.0;13;1073760;2059404;92;20;19;51;42;41;48
607;1;0.0;0.0;13;1073760;2059404;92;21;19;47;42;45;49
608;1;0.0;0.0;13;1073760;2059404;92;20;19;48;47;40;44
609;0;0.0;0.0;13;1073760;2059404;92;20;19;49;44;47;45
610;0;0.0;0.0;13;1073760;2059404;92;20;19;52;51;46;55
611;0;0.0;0.0;13;1073760;2059404;92;20;19;47;41;43;46
612;0;0.0;0.0;13;1073760;2059404;91;19;19;44;44;41;43
613;0;0.0;0.0;13;1073760;2059404;92;20;19;48;42;43;44
614;0;0.0;0.0;13;1073760;2059404;92;20;19;47;44;44;47
615;0;0.0;0.0;13;1073760;2059404;92;21;19;48;45;45;50
616;0;0.0;0.0;13;1073760;2059404;92;20;19;42;45;38;52
617;0;0.0;0.0;13;1073760;2059404;92;18;19;42;46;35;50
618;0;0.0;0.0;13;1073760;2059404;92;18;19;42;47;31;46
619;0;0.0;0.0;13;1073760;2059404;92;20;19;50;52;48;54
620;0;0.0;0.0;13;1073760;2059404;92;19;19;41;50;37;53
621;0;0.0;0.0;13;1073760;2059404;92;19;19;43;45;38;49
622;0;0.0;0.0;13;1073760;2059404;92;20;19;44;48;42;53
623;0;0.0;0.0;13;1073760;2059404;92;20;19;45;45;37;56
624;0;0.0;0.0;13;1073760;2059404;92;19;19;44;46;39;48
625;0;0.0;0.0;13;1073760;2059404;92;20;19;46;48;42;52
626;0;0.0;0.0;13;1073760;2059404;92;18;19;42;48;31;51
627;0;0.0;0.0;13;1073760;2059404;92;19;19;48;46;38;47
628;0;0.0;0.0;13;1073760;2059404;92;20;19;45;47;41;49
629;0;0.0;0.0;13;1073760;2059404;92;19;19;40;46;43;49
630;0;0.0;0.0;13;1073760;2059404;92;20;19;38;45;43;51
631;0;0.0;0.0;13;1073760;2059404;92;20;19;45;48;39;50
632;0;0.0;0.0;13;1073760;2059404;92;21;19;52;45;46;49
633;0;0.0;0.0;13;1073760;2059404;92;20;19;48;44;44;49
634;0;0.0;0.0;13;1073760;2059404;93;21;19;53;45;45;54
635;0;0.0;0.0;13;1073760;2059404;93;20;19;47;46;45;47
636;0;0.0;0.0;13;1073760;2059404;93;20;19;45;43;47;51
637;0;0.0;0.0;13;1073760;2059404;92;20;19;44;43;42;45
638;0;0.0;0.0;13;1073760;2059404;91;24;19;66;59;53;62
639;0;0.0;0.0;13;1073760;2059404;92;37;19;87;83;78;88
640;0;0.0;0.0;13;1073760;2059404;92;36;19;80;77;74;84
641;0;0.0;0.0;13;1073760;2059404;92;33;19;79;75;69;76
642;0;0.0;0.0;13;1073760;2059404;92;33;19;74;77;69;75
643;0;0.0;0.0;13;1073760;2059404;92;20;19;42;42;45;46
644;0;0.0;0.0;13;1073760;2059404;91;20;19;45;44;42;46
645;0;0.0;0.0;13;1073760;2059404;91;21;19;44;43;44;45
646;0;0.0;0.0;13;1073760;2059404;91;20;19;48;39;45;44
647;0;0.0;0.0;13;1073760;2059404;91;21;19;51;43;45;47
648;0;0.0;0.0;13;1073760;2059404;91;21;19;48;45;44;48
649;0;0.0;0.0;13;1073760;2059404;92;21;19;50;49;51;50
650;0;0.0;0.0;13;1073760;2059404;92;19;19;45;44;44;51
651;0;0.0;0.0;13;1073760;2059404;92;19;19;40;40;41;54
652;0;0.0;0.0;13;1073760;2059404;92;20;19;43;39;47;53
653;0;0.0;0.0;13;1073760;2059404;92;20;19;45;38;43;49
654;0;0.0;0.0;13;1073760;2059404;92;20;19;40;39;44;48
655;0;0.0;0.0;13;1073760;2059404;92;19;19;39;44;42;48
656;0;0.0;0.0;13;1073760;2059404;92;18;19;44;41;35;51
657;0;0.0;0.0;13;1073760;2059404;92;19;19;42;46;41;51
658;0;0.0;0.0;13;1073760;2059404;92;23;19;52;45;49;54
659;0;0.0;0.0;13;1073760;2059404;92;26;19;57;51;55;62
660;0;0.0;0.0;13;1073760;2059404;92;19;19;41;40;45;47
661;0;0.0;0.0;13;1073760;2059404;92;20;19;46;42;45;50
662;0;0.0;0.0;13;1073760;2059404;92;20;19;44;41;42;50
663;0;0.0;0.0;13;1073760;2059404;92;21;19;49;41;46;54
664;0;0.0;0.0;13;1073760;2059404;92;22;19;54;47;56;57
665;0;0.0;0.0;13;1073760;2059404;92;30;19;70;69;72;78
666;1;36130.433594;242956.515625;13;1073760;2059404;92;19;19;41;44;42;50
667;1;108740.742188;153259.265625;13;1073760;2059404;92;19;19;40;48;39;51
668;1;69232.000000;89240.000000;13;1073760;2059404;92;21;19;41;44;47;51
669;1;56;4136.000000;13;1073760;2059404;92;20;19;40;42;46;52
670;1;0.0;0.0;13;1073760;2059404;92;21;19;46;49;51;56
671;1;0.0;0.0;13;1073760;2059404;92;21;19;43;38;49;52
672;1;0.0;0.0;13;1073760;2059404;92;21;19;44;41;47;53
673;1;0.0;0.0;13;1073760;2059404;92;21;19;43;39;50;54
674;1;0.0;0.0;13;1073760;2059404;92;21;19;47;38;52;53
675;1;0.0;0.0;13;1073760;2059404;92;20;19;42;41;44;50
676;1;0.0;0.0;13;1073760;2059404;92;21;19;41;44;44;51
677;1;0.0;0.0;13;1073760;2059404;92;20;19;45;42;45;49
678;1;0.0;0.0;13;1073760;2059404;92;20;19;45;46;46;51
679;1;0.0;0.0;13;1073760;2059404;92;20;19;42;46;49;53
680;1;0.0;0.0;13;1073760;2059404;92;23;19;48;43;52;58
681;1;0.0;0.0;13;1073760;2059404;93;21;19;43;43;54;54
682;1;0.0;0.0;13;1073760;2059404;93;22;19;47;44;50;53
683;1;0.0;0.0;13;1073760;2059404;92;21;19;42;43;47;53
684;1;0.0;0.0;13;1073760;2059404;92;21;19;43;39;46;52
685;1;0.0;0.0;13;1073760;2059404;92;22;19;45;38;51;52
686;1;0.0;0.0;13;1073760;2059404;92;20;19;48;39;42;51
687;1;0.0;0.0;13;1073760;2059404;92;20;19;47;35;47;52
688;1;0.0;0.0;13;1073760;2059404;92;20;19;44;40;45;51
689;1;0.0;0.0;13;1073760;2059404;92;20;19;41;46;45;48
690;1;0.0;0.0;13;1073760;2059404;93;21;19;44;44;48;53
691;1;0.0;0.0;13;1073760;2059404;93;20;19;39;46;43;51
692;1;0.0;0.0;13;1073760;2059404;93;18;19;37;45;41;51
693;1;0.0;0.0;13;1073760;2059404;93;20;19;38;44;42;54
694;1;0.0;0.0;13;1073760;2059404;93;19;19;39;43;40;53
695;1;0.0;0.0;13;1073760;2059404;93;21;19;44;49;51;58
696;1;0.0;0.0;13;1073760;2059404;93;20;19;42;48;42;53
697;1;0.0;0.0;13;1073760;2059404;93;19;19;45;44;43;46
698;1;0.0;0.0;13;1073760;2059404;93;21;19;42;49;47;54
699;1;0.0;0.0;13;1073760;2059404;93;18;19;39;40;38;52
700;1;0.0;0.0;13;1073760;2059404;93;21;19;38;43;46;51
701;1;0.0;0.0;13;1073760;2059404;93;21;19;42;37;48;53
702;1;0.0;0.0;13;1073760;2059404;91;21;19;46;51;52;54
703;0;0.0;0.0;13;1073760;2059404;91;21;19;43;46;49;47
704;0;0.0;0.0;13;1073760;2059404;91;21;19;43;44;50;51
705;0;0.0;0.0;13;1073760;2059404;91;20;19;40;44;45;49
706;0;0.0;0.0;13;1073760;2059404;91;20;19;42;45;49;53
707;0;0.0;0.0;13;1073760;2059404;91;20;19;40;45;44;53
708;0;0.0;0.0;13;1073760;2059404;91;20;19;41;44;42;48
709;0;0.0;0.0;13;1073760;2059404;91;19;19;38;43;49;48
710;0;0.0;0.0;13;1073760;2059404;92;22;19;57;53;58;60
711;0;0.0;0.0;13;1073760;2059404;91;20;19;44;48;44;50
712;0;0.0;0.0;13;1073760;2059404;92;21;19;46;43;48;50
713;0;0.0;0.0;13;1073760;2059404;92;20;19;45;47;47;48
714;0;0.0;0.0;13;1073760;2059404;92;21;19;42;46;44;48
715;0;0.0;0.0;13;1073760;2059404;92;19;19;45;46;42;40
716;0;0.0;0.0;13;1073760;2059404;92;20;19;46;47;47;45
717;0;0.0;0.0;13;1073760;2059404;92;20;19;43;47;48;49
718;0;0.0;0.0;13;1073760;2059404;92;20;19;45;46;45;43
719;0;0.0;0.0;13;1073760;2059404;92;20;19;43;43;48;45
720;0;0.0;0.0;13;1073760;2059404;92;22;19;45;49;49;48
721;0;0.0;0.0;13;1073760;2059404;92;20;19;40;45;46;45
722;0;0.0;0.0;13;1073760;2059404;92;21;19;44;50;57;51
723;0;0.0;0.0;13;1073760;2059404;92;20;19;46;46;48;43
724;0;0.0;0.0;13;1073760;2059404;92;20;19;46;48;48;46
725;0;0.0;0.0;13;1073760;2059404;92;21;19;52;50;54;45
726;0;0.0;0.0;13;1073760;2059404;92;18;19;44;45;44;48
727;0;0.0;0.0;13;1073760;2059404;92;19;19;43;46;41;46
728;0;0.0;0.0;13;1073760;2059404;92;18;19;43;40;41;44
729;0;0.0;0.0;13;1073760;2059404;92;18;19;40;44;38;47
730;0;0.0;0.0;13;1073760;2059404;92;20;19;48;52;50;51
731;0;0.0;0.0;13;1073760;2059404;92;19;19;43;46;42;47
732;0;0.0;0.0;13;1073760;2059404;92;19;19;45;44;45;46
733;0;0.0;0.0;13;1073760;2059404;92;20;19;45;46;44;40
734;0;0.0;0.0;13;1073760;2059404;92;20;19;42;45;48;46
735;0;0.0;0.0;13;1073760;2059404;92;19;19;40;44;43;45
736;0;0.0;0.0;13;1073760;2059404;92;19;19;40;48;42;47
737;0;0.0;0.0;13;1073760;2059404;92;19;19;42;46;43;46
738;0;0.0;0.0;13;1073760;2059404;92;20;19;42;47;43;48
739;1;9728.000000;405184.000000;13;1073760;2059404;92;21;19;45;50;47;48
740;1;78528.000000;87440.000000;13;1073760;2059404;93;21;19;49;50;55;49
741;1;1417.417358;17985.986328;13;1073760;2059404;93;20;19;44;40;49;43
742;1;3769.863037;26958.904297;13;1073760;2059404;93;20;19;47;43;50;45
743;1;56;4136.000000;13;1073760;2059404;93;18;19;45;44;45;42
744;1;0.0;0.0;13;1073760;2059404;93;21;19;42;45;47;46
745;1;0.0;0.0;13;1073760;2059404;93;20;19;45;44;47;42
746;1;0.0;0.0;13;1073760;2059404;93;20;19;45;44;50;43
747;1;0.0;0.0;13;1073760;2059404;93;22;19;49;53;49;48
748;1;0.0;0.0;13;1073760;2059404;93;21;19;46;42;41;48
749;1;0.0;0.0;13;1073760;2059404;93;20;19;45;43;45;41
750;1;0.0;0.0;13;1073760;2059404;93;19;19;44;44;47;40
751;1;0.0;0.0;13;1073760;2059404;92;21;19;50;52;43;49
752;1;0.0;0.0;13;1073760;2059404;92;21;19;47;45;47;45
753;1;0.0;0.0;13;1073760;2059404;92;20;19;44;47;45;44
